symbol,Name of Securities,Category,Sub-Category,Board Lot,Expiry Date,ETF / Fund Manager,Debt Securities Investor Type,Div Stock,Blue Chip,HSI
0351.HK,ASIA ENERGY LOG,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0352.HK,FORTUNE SUN,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0353.HK,ENERGY INTINV,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0354.HK,CHINASOFT INT'L,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0355.HK,CENTURY C INT'L,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0356.HK,DT CAPITAL,Equity,Investment Companies,"30,000",,,,N,,N
0357.HK,MEILAN AIRPORT,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0358.HK,JIANGXI COPPER,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0359.HK,HAISHENG JUICE,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0360.HK,NEW FOCUS AUTO,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0361.HK,SINO GOLF HOLD,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0362.HK,C ZENITH CHEM,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0363.HK,SHANGHAI IND H,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0365.HK,SINO ICT,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0366.HK,LUKS GROUP (VN),Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0367.HK,CHUANG'S INT'L,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
0368.HK,SUPERLAND GROUP,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0369.HK,WING TAI PPT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0370.HK,CHINA BEST,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
0371.HK,BJ ENT WATER,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0372.HK,PT INTL DEV,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0373.HK,ALLIED GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0374.HK,FOUR SEAS MER,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0375.HK,YGM TRADING,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0376.HK,YUNFENG FIN,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0377.HK,CHINA HUAJUN GP,Equity,Equity Securities (Main Board),80,,,,N,,N
0379.HK,EG LEASING,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0380.HK,CHINA PIPE,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0381.HK,KIU HUNG INT'L,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0382.HK,EDVANTAGE GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0383.HK,CHINA MED&HCARE,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0384.HK,CHINA GAS HOLD,Equity,Equity Securities (Main Board),200,,,,Y,,N
0385.HK,CHINNEY ALLI,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0386.HK,SINOPEC CORP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,Y
0387.HK,LEEPORT(HOLD),Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
0388.HK,HKEX,Equity,Equity Securities (Main Board),100,,,,Y,,Y
0389.HK,TONTINE WINES,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0390.HK,CHINA RAILWAY,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0391.HK,MEI AH ENTER,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0392.HK,BEIJING ENT,Equity,Equity Securities (Main Board),500,,,,Y,,N
0393.HK,GLORIOUS SUN,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
0396.HK,HING LEE (HK),Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0397.HK,POWER FINANCIAL,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0398.HK,ORIENTAL WATCH,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0399.HK,INNOVATIVE PHAR,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0400.HK,INGDAN,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0401.HK,WANJIA GROUP,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0403.HK,STARLITE HOLD,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0405.HK,YUEXIU REIT,Real Estate Investment Trusts,,"1,000",,Yuexiu REIT Asset Management Ltd.,,N,,N
0406.HK,YAU LEE HOLD,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0408.HK,YIP'S CHEMICAL,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0410.HK,SOHO CHINA,Equity,Equity Securities (Main Board),500,,,,N,,N
0411.HK,LAM SOON (HK),Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0412.HK,SDHG,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0413.HK,SC HOLDINGS,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
0416.HK,BANKOFJINZHOU,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0417.HK,TSE SUI LUEN,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0418.HK,FOUNDER HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0419.HK,HUAYI TENCENT,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0420.HK,FOUNTAIN SET,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0422.HK,VMEP HOLDINGS,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0423.HK,HKET HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0425.HK,MINTH GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0426.HK,ONE MEDIA GROUP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0428.HK,COCOON HOLDINGS,Equity,Investment Companies,"2,000",,,,N,,N
0430.HK,ORIENTAL EXPL,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
0431.HK,G CHINA FIN,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0432.HK,PCPD,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0433.HK,NORTH MINING,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0434.HK,BOYAA,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0435.HK,SUNLIGHT REIT,Real Estate Investment Trusts,,"1,000",,Henderson Sunlight Asset Management Ltd.,,N,,N
0436.HK,NU ENVIRO,Equity,Equity Securities (Main Board),"20,000",,,,Y,,N
0438.HK,IRICO NEWENERGY,Equity,Equity Securities (Main Board),200,,,,N,,N
0439.HK,KUANGCHI,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0440.HK,DAH SING,Equity,Equity Securities (Main Board),400,,,,Y,,N
0442.HK,DOMAINE POWER,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0444.HK,SINCEREWATCH HK,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0450.HK,HUNG HING PRINT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0451.HK,GCL NEWENERGY,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0455.HK,TIANDA PHARMA,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0456.HK,NEW CITY DEV,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0458.HK,TRISTATE HOLD,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0459.HK,LEGEND UPSTAR,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0460.HK,SIHUAN PHARM,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0464.HK,C OVS NUOXIN,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0465.HK,FUTONG TECH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0467.HK,UNITEDENERGY GP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0468.HK,GAPACK,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0471.HK,SILKWAVE INC,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0472.HK,NEW SILKROAD,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0474.HK,ACESO LIFE SCI,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
0475.HK,CENTRAL DEV H,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0476.HK,EV DYNAMICS,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0479.HK,CIL HOLDINGS,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0480.HK,HKR INT'L,Equity,Equity Securities (Main Board),800,,,,Y,,N
0482.HK,SANDMARTIN INTL,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0483.HK,BAUHAUS INT'L,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0484.HK,FORGAME,Equity,Equity Securities (Main Board),100,,,,N,,N
0485.HK,CHINASINOSTAR,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0486.HK,RUSAL,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0487.HK,SUCCESSUNIVERSE,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0488.HK,LAI SUN DEV,Equity,Equity Securities (Main Board),300,,,,N,,N
0489.HK,DONGFENG GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0491.HK,EMPEROR CULTURE,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0493.HK,GOME RETAIL,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0495.HK,PALADIN,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0496.HK,KASEN,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0497.HK,CSI PROPERTIES,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
0498.HK,BLUE RIVER HLDG,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0499.HK,QINGDAO HLDGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0500.HK,FRONTIER SER,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0503.HK,LANSEN PHARMA,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0505.HK,XINGYE ALLOY,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0506.HK,CHINA FOODS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0508.HK,DINGYI GP INV,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0509.HK,SUNSHINE,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0510.HK,CASH FIN SER GP,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
0511.HK,TVB,Equity,Equity Securities (Main Board),100,,,,N,,N
0512.HK,GRAND PHARMA,Equity,Equity Securities (Main Board),500,,,,Y,,N
0513.HK,CONTINENTAL H,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
0515.HK,CHINASILVER TEC,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0517.HK,COSCO SHIP INTL,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0518.HK,TUNGTEX (HOLD),Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0519.HK,APPLIED DEV,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0520.HK,XIABUXIABU,Equity,Equity Securities (Main Board),500,,,,Y,,N
0521.HK,CWT INT'L,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0522.HK,ASMPT,Equity,Equity Securities (Main Board),100,,,,Y,,N
0524.HK,GW TERROIR,Equity,Equity Securities (Main Board),"50,000",,,,N,,N
0525.HK,GUANGSHEN RAIL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0526.HK,LISI GP HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0527.HK,RUIFENG RENEW,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0528.HK,KINGDOM HOLDING,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0529.HK,SIS INT'L,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0530.HK,GOLDIN FIN HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0531.HK,SAMSON HOLDING,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0532.HK,WKK INTL (HOLD),Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0533.HK,GOLDLION HOLD,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0535.HK,GEMDALE PPT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0536.HK,TRADELINK,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0538.HK,AJISEN (CHINA),Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0540.HK,SPEEDY GLOBAL,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0542.HK,TFG INTL GP,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
0543.HK,PACIFIC ONLINE,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0544.HK,DAIDO GROUP,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0546.HK,FUFENG GROUP,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0547.HK,DIGITAL DOMAIN,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0548.HK,SHENZHENEXPRESS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0550.HK,KINGKEY INT CUL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0551.HK,YUE YUEN IND,Equity,Equity Securities (Main Board),500,,,,Y,,N
0552.HK,CHINACOMSERVICE,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0553.HK,NANJING PANDA,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0554.HK,HANS ENERGY,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0556.HK,PAN ASIA ENVIRO,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0557.HK,TIANYUAN HEALTH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0558.HK,LK TECH,Equity,Equity Securities (Main Board),"2,500",,,,Y,,N
0559.HK,DETAI NEWENERGY,Equity,Equity Securities (Main Board),"30,000",,,,N,,N
0560.HK,CHU KONG SHIP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0563.HK,SH IND URBAN,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0564.HK,ZMJ,Equity,Equity Securities (Main Board),200,,,,Y,,N
0565.HK,ART GROUP HOLD,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0567.HK,DAISHOMICROLINE,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0568.HK,SHANDONG MOLONG,Equity,Equity Securities (Main Board),400,,,,N,,N
0570.HK,TRAD CHI MED,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0571.HK,ESUN HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0572.HK,FW HOLDINGS,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0573.HK,TAO HEUNG HLDGS,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0574.HK,PASHUN INT'L,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0575.HK,ENDURANCE RP,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0576.HK,ZHEJIANGEXPRESS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0579.HK,JNCEC,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0580.HK,SUN.KING TECH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0581.HK,CHINA ORIENTAL,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0582.HK,SHIN HWA WORLD,Equity,Equity Securities (Main Board),"1,200",,,,N,,N
0583.HK,GWPA HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0585.HK,IMAGI INT'L,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
0586.HK,CONCH VENTURE,Equity,Equity Securities (Main Board),500,,,,Y,,N
0587.HK,CONCH ENVIRO,Equity,Equity Securities (Main Board),500,,,,N,,N
0588.HK,BEIJING N STAR,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0589.HK,JIANZHONG CONS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0590.HK,LUK FOOK HOLD,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0591.HK,C HIGHPRECISION,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0592.HK,BOSSINI INT'L,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0593.HK,DREAMEAST,Equity,Equity Securities (Main Board),500,,,,N,,N
0595.HK,AV CONCEPT HOLD,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0596.HK,INSPUR DIGI ENT,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0598.HK,SINOTRANS,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0599.HK,E. BON HOLDINGS,Equity,Equity Securities (Main Board),"16,000",,,,Y,,N
0600.HK,CHINA INFRA INV,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
0601.HK,REMT,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0602.HK,JIAHUA STORES H,Equity,Equity Securities (Main Board),"2,500",,,,N,,N
0603.HK,CHINA OIL & GAS,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0604.HK,SHENZHEN INVEST,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0605.HK,C FIN SERVICES,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0606.HK,SCE CM,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0607.HK,FULLSHARE,Equity,Equity Securities (Main Board),"2,500",,,,N,,N
0608.HK,HIGH FASHION,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0609.HK,TIANDE CHEMICAL,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
0610.HK,WAI KEE HOLD,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0611.HK,CNE TECH CORP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0612.HK,CHINA INV FUND,Equity,Investment Companies,"8,000",,,,N,,N
0613.HK,PLANETREE INT'L,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0616.HK,EMINENCE ENT,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0617.HK,PALIBURG HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0618.HK,PKU RESOURCES,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0619.HK,SOUTH CHINA FIN,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0620.HK,DTXS SILK ROAD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0621.HK,TAUNG GOLD,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0622.HK,OSHIDORI,Equity,Equity Securities (Main Board),"3,000",,,,N,,N
0623.HK,SINOMEDIA,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0626.HK,PUBLIC FIN HOLD,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0627.HK,FULLSUN INT'L,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0628.HK,GOME FIN TECH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0629.HK,YUE DA INTL,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0630.HK,AMCO UNITED,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0631.HK,SANY INT'L,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0632.HK,CHK OIL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0635.HK,PLAYMATES,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0636.HK,KERRY LOG NET,Equity,Equity Securities (Main Board),500,,,,Y,,N
0637.HK,LEE KEE,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0638.HK,KIN YAT HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0639.HK,SHOUGANG RES,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0640.HK,INFINITY DEV,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
0641.HK,CHTC FONG'S INT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0643.HK,CARRY WEALTH,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
0645.HK,ARES ASIA,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0646.HK,CHINA ENV TEC,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
0648.HK,SOFTMEDX-NEW,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0650.HK,PRODUCTIVE TECH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0651.HK,CHI OCEAN IND,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0653.HK,BONJOUR HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0655.HK,HK CHINESE LTD,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0656.HK,FOSUN INTL,Equity,Equity Securities (Main Board),500,,,,Y,,N
0657.HK,G-VISION INT'L,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0658.HK,C TRANSMISSION,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0659.HK,NWS HOLDINGS,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0660.HK,WAI CHUN BIOTEC,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0661.HK,CDAYENONFER,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0662.HK,ASIA FINANCIAL,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0663.HK,KING STONE ENGY,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0665.HK,HAITONG INT'L,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0667.HK,CHINA EAST EDU,Equity,Equity Securities (Main Board),500,,,,Y,,N
0668.HK,DOYEN INTL HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0669.HK,TECHTRONIC IND,Equity,Equity Securities (Main Board),500,,,,Y,,Y
0670.HK,CHINA EAST AIR,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0672.HK,ZHONGAN GROUP,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0673.HK,CHINA HEALTH,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
0674.HK,CHINA TANGSHANG,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
0675.HK,K & P INT'L,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0676.HK,PEGASUS INT'L,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0677.HK,GOLDEN RES DEV,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0678.HK,GENTING HK,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
0679.HK,ASIA TELE-NET,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
0680.HK,NAN HAI CORP,Equity,Equity Securities (Main Board),"50,000",,,,N,,N
0681.HK,CHI PEOPLE HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0682.HK,CHAODA MODERN,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0683.HK,KERRY PPT,Equity,Equity Securities (Main Board),500,,,,Y,,N
0684.HK,ALLAN INT'L,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0685.HK,MEDIA CHINESE,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0686.HK,BJ ENERGY INTL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0687.HK,TYSAN HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0688.HK,CHINA OVERSEAS,Equity,Equity Securities (Main Board),500,,,,Y,,Y
0689.HK,EPI (HOLDINGS),Equity,Equity Securities (Main Board),"15,000",,,,N,,N
0690.HK,UNI-BIO GROUP,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
0691.HK,SHANSHUI CEMENT,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0693.HK,TAN CHONG INT'L,Equity,Equity Securities (Main Board),"3,000",,,,Y,,N
0694.HK,BEIJING AIRPORT,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0695.HK,DONGWU CEMENT,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0696.HK,TRAVELSKY TECH,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0697.HK,SHOUCHENG,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0698.HK,TONGDA GROUP,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0700.HK,TENCENT,Equity,Equity Securities (Main Board),100,,,,Y,,Y
0701.HK,CNT GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0702.HK,SINO OIL & GAS,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0703.HK,FUTURE BRIGHT,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
0704.HK,HUSCOKE HLDGS,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0707.HK,ATV HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0708.HK,EVERG VEHICLE,Equity,Equity Securities (Main Board),500,,,,N,,N
0709.HK,GIORDANO INT'L,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0710.HK,BOE VARITRONIX,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
0711.HK,ASIA ALLIED INF,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0712.HK,COMTEC SOLAR,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
0713.HK,WORLD HOUSEWARE,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0715.HK,CHINA OCEANWIDE,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
0716.HK,SINGAMAS CONT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0717.HK,EMPEROR CAPITAL,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
0718.HK,TAI UNITED HOLD,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
0719.HK,SHANDONG XINHUA,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0720.HK,AUTO ITALIA,Equity,Equity Securities (Main Board),"25,000",,,,N,,N
0721.HK,C FIN INT INV,Equity,Investment Companies,"10,000",,,,N,,N
0722.HK,UMP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
0723.HK,RELIANCE GLO HL,Equity,Equity Securities (Main Board),"60,000",,,,N,,N
0724.HK,RUIXIN INT'L,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
